,doi,title,abstract,year,issn
174,10.1109/ACCESS.2020.2995572,"A COMPREHENSIVE ANALYSIS OF HEALTHCARE BIG DATA MANAGEMENT, ANALYTICS AND SCIENTIFIC PROGRAMMING","Healthcare systems are transformed digitally with the help of medical technology, information systems, electronic medical records, wearable and smart devices, and handheld devices. The advancement in the medical big data, along with the availability of new computational models in the field of healthcare, has enabled the caretakers and researchers to extract relevant information and visualize the healthcare big data in a new spectrum. The role of medical big data becomes a challenging task in the form of storage, required information retrieval within a limited time, cost efficient solutions in terms care, and many others. Early decision making based healthcare system has massive potential for dropping the cost of care, refining quality of care, and reducing waste and error. Scientific programming play a significant role to overcome the existing issues and future problems involved in the management of large scale data in healthcare, such as by assisting in the processing of huge data volumes, complex system modelling, and sourcing derivations from healthcare data and simulations. Therefore, to address this problem efficiently a detailed study and analysis of the available literature work is required to facilitate the doctors and practitioners for making the decisions in identifying the disease and suggest treatment accordingly. The peer reviewed reputed journals are selected for the accumulated of published research work during the period ranges from 2015 - 2019 (a portion of 2020 is also included). A total of 127 relevant articles (conference papers, journal papers, book section, and survey papers) are selected for the assessment and analysis purposes. The proposed research work organizes and summarizes the existing published research work based on the research questions defined and keywords identified for the search process. This analysis on the existence research work will help the doctors and practitioners to make more authentic decisions, which ultimately will help to use the study as evidence for treating patients and suggest medicines accordingly.",2020,21693536
175,10.1109/BigDataSE53435.2021.00027,SDCCD: SPATIOTEMPORAL DATA CLEANING BASED ON COLLISION DETECTION,"In the era of big data, data resources are becoming more and more abundant, and the quality of data is getting more and more attention. Data cleaning is the process of identifying and processing dirty data in order to improve the quality of data, which is conducive to make full use of the collected data and ensure the effectiveness and accuracy of the follow-up data analysis. Spatiotemporal data is a kind of time series data, and its cleaning has been widely studied. However, existing methods based on smoothing and statistics are often only suitable for dense spatiotemporal datasets. In this paper, we propose a general spatiotemporal data cleaning method based on collision detection (SDCCD), which is suitable for both dense and sparse spatiotemporal datasets. Experiments on real spatiotemporal datasets show that SDCCD can effectively detect and process spatiotemporal collision records in spatiotemporal datasets.",2021,
176,10.1109/BigData.2018.8622613,USER-CENTERED INFORMATION RETRIEVAL USING SEMANTIC MULTIMEDIA BIG DATA,"The user is a basic component in the whole information management process and for this reason s/he has to be taken into account in the design and implementation of frameworks and systems for information retrieval. For this reason, the problem of defining efficient techniques for knowledge representation in a user's prospective is becoming a challenging topic in both academic and industrial community. Moreover, the large amount of available data induces several problems from different points of view and it is stressed in the bigdata vision. In this latter some approaches related to the semantic web could be used to improve the data models which underlie the implementation of user-based information retrieval applications. In this paper we propose the use of a semantic approach to design the structure of a multimedia BigData. In addition, the recognition of multimodal features to represent concepts and its attributes together with linguistic properties to relate them are an effective way to bridge the gap between the target semantic classes and the available low-level multimedia descriptors. Information about users (i.e. position) is also used to recognize his/her behaviour and improve the quality of the information retrieval process. Our framework has been implemented using a NoSQL graphdb populated from very large knowledge sources and mobile technologies. Extended experiments are presented to show the effectiveness of our approach.",2018,
177,10.1109/ICCN.2015.9,ANALYSIS AND PERFORMANCE IMPROVEMENT OF K-MEANS CLUSTERING IN BIG DATA ENVIRONMENT,"The big data environment is used to support the huge amount of data processing. In this environment tons (i.e. Giga bytes, Tera bytes) of data is processed. Therefore the various online applications where the huge data request are generated are treated using the big data i.e. facebook, google. In this presented work the big data environment is studied and investigated how the data is consumed using the big data and how the supporting tools are working with the Hadoop storage. Furthermore, for keen understanding and investigation, a cluster analysis technique more specifically the K-mean clustering algorithm is implemented through the Hadoop and MapReduce. The clustering is a part of big data analytics where the unlabelled data is processed and utilized to make groups of the data. In addition of that it is observed the traditional k-mean algorithm is not much suitably works with the Hadoop and MapReduce thus small amount of modification is performed on the data processing technique. In addition of that during cluster analysis various issues are found in traditional k-means i.e. fluctuating accuracy, outliers and empty cluster. Therefore a new clustering algorithm with modification on traditional approach of k-means clustering is proposed and implemented. That approach first enhances the data quality by removing the outlier points in datasets and then the bi-part method is used to perform the clustering. The proposed clustering technique implemented using the JAVA, Hadoop and MapReduce finally the performance of the proposed clustering approach is evaluated and compared with the traditional k-means clustering algorithm. The obtained performance shows the effective results and enhanced accuracy of cluster formation with the removal of the de-efficiency. Thus the proposed work is adoptable for the big data environment with improving the performance of clustering.",2015,
178,10.1109/QRS-C.2019.00026,QUALITY DRIVEN JUDICIAL DATA GOVERNANCE,"With the development of Smart Court 3.0, the amount of judicial data that can be stored and processed by the computer is increasing rapidly. People gradually realize that judicial data contains tremendous social and business value. However, we need stronger ability to handle with and apply massive, multi-source and heterogeneous judicial data. A complete data governance system should be built in order to make full use of the value of data assets. In such a data governance system, data quality control is one of the key steps of data governance, and also the bottleneck of data service development, because data quality determines the upper limit of data application. This paper proposes a judicial data quality measurement framework by analyzing some judicial business data, followed by a data governance method driven by it.",2019,
179,10.1109/ICDCECE53908.2022.9792642,ENHANCED EFFICIENT AND SECURITY IN BIG DATA USING TDES AND MACHINE LEARNING TECHNIQUE,"Big Data Analytics (BDA) is an important technology used in many industries, including banking and investments, finance, news and entertainment, transport, education, production, energy and utilities, and medical health care. Big Data in medical healthcare is described as a collection of exceptionally big and complicated sets of electronic healthcare data. Because of the huge amount and complexity of the data, it is impossible to maintain it using traditional software for practical application. The term ""Bigdata,"" created in 1990, refers to the study of huge and complicated datasets. Bigdata problems include data storage, data capture, data processing, data querying, data visualisation, and data transmission. It can only perform wonders if the most crucial information is gathered by it. Predictive analytics, user behaviour analytics, and other Bigdata analytics are being used to extract meaningful information from the massive volume of Bigdata. Bigdata may be used to prevent sickness, identify crime, and aid in commerce, financial institutions, and other fields by studying new patterns and associations. Machine Learning is an area of computer science which is used to find hidden patterns in massive amounts of complicated data. Machine learning is a technique in which a model is taught to learn from data, and it is therefore widely utilised in practically every sector in order to uncover a valuable pattern in Bigdata. This approach produces results without the need for human intervention. Businesses now understand that Bigdata is only helpful if meaningful information is extracted from it using an effective machine learning method. Furthermore, Triple Data Encryption Standard is employed for encryption to improve speed. Attribute Based Access Control is used to offer authentication and to give allowed access. TDES method is compared to current ways such as Data Encryption Standard and Advanced Encryption Standard in terms of file size and time as basis for performance evaluation. In addition, the classification method MKSVM is evaluated to Support Vector Machine and Neural Network in terms of quality, specific, and reliability. These phase evaluates the performance of Attribute Based Access Control. When compared to current approaches, the comparative study demonstrated that the suggested TDES encryption methodology achieved the shortest execution time with the most secure data.",2022,
180,10.1109/INDIS.2018.00011,"BIGDATA EXPRESS: TOWARD SCHEDULABLE, PREDICTABLE, AND HIGH-PERFORMANCE DATA TRANSFER","Big Data has emerged as a driving force for scientific discoveries. Large scientific instruments (e.g., colliders, and telescopes) generate exponentially increasing volumes of data. To enable scientific discovery, science data must be collected, indexed, archived, shared, and analyzed, typically in a widely distributed, highly collaborative manner. Data transfer is now an essential function for science discoveries, particularly within big data environments. Although significant improvements have been made in the area of bulk data transfer, the currently available data transfer tools and services can not successfully address the high-performance and time-constraint challenges of data transfer required by extreme-scale science applications for the following reasons: disjoint end-to-end data transfer loops, cross-interference between data transfers, and existing data transfer tools and services are oblivious to user requirements (deadline and QoS requirements). Fermilab has been working on the BigData Express project to address these problems. BigData Express seeks to provide a schedulable, predictable, and high-performance data transfer service for big data science. The BigData Express software is being deployed and evaluated at multiple research institutions, which include UMD, StarLight, FNAL, KISTI, KSTAR, SURFnet, Ciena, and other sites. Meanwhile, the BigData Express research team is collaborating with the StarLight International/National Communications Exchange Facility to deploy BigData Express at various research platforms, including Pacific Research Platform, National Research Platform, and Global Research Platform. It is envisioned that we are working toward building a high-performance data transfer federation for big data science.",2018,
181,10.1109/ICCWAMTIP53232.2021.9674175,RESEARCH ON THE CONSTRUCTION OF AGRICULTURAL PRODUCT QUALITY MAINTENANCE AND QUALITY TRACEABILITY SYSTEM BASED ON BIG DATA,"The quality and safety of agricultural products has been widely concerned by the whole society in recent years. Therefore, the traceability of agricultural products is a research hotspot of scholars. The quality and safety traceability system of agricultural products is an important method to monitor the quality and safety of agricultural products. The emergence and use of big data help to solve the problems of high cost, scattered information and incomplete industrial chain of quality and safety traceability of agricultural products and improve the efficiency and accuracy of the quality and safety traceability system of agricultural products. There are still some problems in the application of big data, such as weak pertinence. It is necessary to mine and use big data to realize the traceability of agricultural products.",2021,25768972
182,10.1109/ICCCE.2018.8539254,MODIFYING CLEANING METHOD IN BIG DATA ANALYTICS PROCESS USING RANDOM FOREST CLASSIFIER,"Accurate data is a key success factor influencing the performance of data analytics results, especially for the detection and prediction purpose. Nowadays, Big Data analytics (BDA) is used to analyze the sheer volume of data available in an organization. These data quality must be maintained in order to obtain correct alert and valuable insights from the rapidly changing data of high volume, velocity, variety, veracity, and value. This paper aim is to modify existing framework of big data analytics by improving an important step in pre-processing (i.e. Data Cleaning). Initially, feature selection based on Random Forest is used to extract effective features. Then, two classifier algorithms (i.e. Random Forest classifier and Linear SVM classifier) are applied to train using the dataset to classify data quality and to develop an intelligent model. In evaluation, our experimental results show a consistent accuracy of Random Forest and Linear Regression around 90%. Using this approach, we expect to provide a set of cleaned data for further processing. Besides, analysts can benefit from this system in data analytical process in cleaning stage and conclude that the data is cleaned. Finally, a comparison is presented between available functions which are used to handle missing values with the developed system.",2018,
183,10.1109/BIGCOM.2017.48,CLUSTER-BASED BEST MATCH SCANNING FOR LARGE-SCALE MISSING DATA IMPUTATION,"High-quality data are the prerequisite for analyzing and using big data to guarantee the value of the data. Missing values in data is a common yet challenging problem in data analytics and data mining, especially in the era of big data. Amount of missing values directly affects the data quality. Therefore, it is critical to properly recover missing values in the dataset. This paper presents a new imputation algorithm called Cluster-based Best Match Scanning (CBMS) designed for Big Data. It is a modification of k-NN imputation. CBMS focuses on recovering continuous numeric missing values, and aims at balancing computational complexity and accuracy. As an imputation algorithm, it can potentially reduce the time complexity of k-NN from O(n^2*d) to O(n^1.5*d), and also reduce the space/memory usage, while perform no worse than k-NN imputation. On top of that CBMS is highly parallelizable.Simulation of CBMS is conducted on smart meter reading data. Data is manually divided into training set and testing set, and testing accuracy is evaluated by computing the mean absolute deviation. Comparison with linear interpolation and k-NN imputation is made to demonstrate the power and effectiveness of our proposed CBMS algorithm.",2017,
184,10.1109/QRS54544.2021.00114,RESEARCH ON MINING OF GOVERNMENT DATA BASED ON ENHANCED-OBJECT EXCHANGE MODEL,"In order to acquire the required knowledge from the vast amounts of government affairs data, accurate data mining has important practical significance. Therefore, a precision mining method of government affairs big data based on E-OEM model is studied. The method firstly uses web crawlers to capture the vast amounts of government data. Government data then performs data cleaning, pattern normalization, format standardization, index information collection and pre-processing, and finally, according to the purpose of data mining, the Kirkpatrick model is used to complete the mining effect evaluation. Experimental comparison specifically includes correlation analysis, cluster analysis, classification analysis, exception analysis and evolution analysis as well as five others. The results show that: compared with the three methods in previous studies, the F1-score obtained by the application of the research method is higher (0.852), which proves that the quality of government affairs big data mining is better.",2021,26939185
185,10.1109/ITMQIS.2018.8524938,EVALUATION OF USING BIG DATA TECHNOLOGIES IN RUSSIAN FINANCIAL INSTITUTIONS,"Today's development of the world economy cannot be imagined without the implementation of digital technologies that transform entire economic sectors. Digital modernization of the world economy has led to the emergence of a new direction in economic development - the digital economy. It bases on the introduction of the most advanced information and communication technologies. In 2017, the state program ""Digital Economy of the Russian Federation"" was adopted in Russia. It provides the goals and tasks for implementing the state policy to develop the digital economy in Russia. The introduction and application of technologies for processing and analysis of big data are on the first place in this program. One of the leaders in this area in the Russian Federation is financial institutions. They have accumulated huge amounts of data for many years of their existence that require careful analysis and processing for further use. The paper analyzes modern technologies in the field of big data, reveals the most promising technologies that spread in the Russian market. In addition, the financial evaluation of the Russian big data market was carried out, the dynamics and growth rates were analyzed, future development was determined, the leaders in the application and implementation of these technologies were identified. The introduction and use of big data in Russian financial institutions were analyzed, the financial evaluation of the Russian big data market in the financial sphere was made, and the main directions of application of these technologies in credit institutions are defined. During the research, the reasons that hinder the more mass and rapid introduction of big data in Russian financial institutions were identified and considered.",2018,
186,10.1109/ICBAIE52039.2021.9390022,TOWARDS BIG DATA ANALYTICS IN THE ONLINE BRUSHING SYSTEM’S MODEL DESIGN,"The potential for big data analytics to improve social work students' professional qualities in a more in-depth dimension is tremendous. However, the application of big data in it is at a nascent stage. This research provides an online brushing system's model design with the data sources and methods that towards big data analytics, and describes operation interfaces, including programming brushing module and knowledge brushing module. The practice shows that big data will fulfil its potential as an important role in a quality-expanding system; also, it provides a view to dynamically extend and integrate modules considering the changing demands.",2021,
187,10.1109/BigData.2018.8622576,A SOFTWARE FRAMEWORK FOR CLUSTER LIFECYCLE ANALYSIS IN TRANSPORTATION,"Novel forms of data analysis methods have emerged as a significant research direction in the transportation domain. These methods can potentially help to improve our understanding of the dynamic flows of vehicles, people, and goods. Understanding these dynamics has economic and social consequences, which can improve the quality of life locally or worldwide. Aiming at this objective, a significant amount of research has focused on clustering moving objects to address problems in many domains, including the transportation, health and environment. However, previous research has not investigated the lifecycle of a cluster, including cluster genesis, existence, and disappearance. The representation and analysis of cluster lifecycles can create novel avenues for research, result in new insights for analyses, and allow unique forms of prediction. This paper focuses on studying the lifecycle of clusters by investigating the relations that a cluster has with moving elements and other clusters. This paper also proposes a big data framework that manages the identification and processing of a cluster lifecycle. The ongoing research approach will lead to new ways to perform cluster analysis and advance the state of the art by leading to new insights related to cluster lifecycle. These results can have a significant impact on transport industry data science applications in a wide variety of areas, including congestion management, resource optimization, and hotspot management.",2018,
188,10.1109/BigData.2018.8622101,OPTIMIZING LOSSY COMPRESSION WITH ADJACENT SNAPSHOTS FOR N-BODY SIMULATION DATA,"Today's N-body simulations are producing extremely large amounts of data. The Hardware/Hybrid Accelerated Cosmology Code (HACC), for example, may simulate trillions of particles, producing tens of petabytes of data to store in a parallel file system, according to the HACC users. In this paper, we design and implement an efficient, in situ error-bounded lossy compressor to significantly reduce the data size for N-body simulations. Not only can our compressor save significant storage space for N-body simulation researchers, but it can also improve the I/O performance considerably with limited memory and computation overhead. Our contribution is threefold. (1) We propose an efficient data compression model by leveraging the consecutiveness of the cosmological data in both space and time dimensions as well as the physical correlation across different fields. (2) We propose a lightweight, efficient alignment mechanism to align the disordered particles across adjacent snapshots in the simulation, which is a fundamental step in the whole compression procedure. We also optimize the compression quality by exploring best-fit data prediction strategies and optimizing the frequencies of the space-based compression vs. time-based compression. (3) We evaluate our compressor using both a cosmological simulation package and molecular dynamics simulation data-two major categories in the N-body simulation domain. Experiments show that under the same distortion of data, our solution produces up to 43% higher compression ratios on the velocity field and up to 300% higher on the position field than do other state-of-the-art compressors (including SZ, ZFP, NUMARCK, and decimation). With our compressor, the overall I/O time on HACC data is reduced by up to 20% compared with the second-best compressor.",2018,
189,10.1109/ICIRCA51532.2021.9544814,BIG DATA ARTIFICIAL INTELLIGENCE IN THE DIRECTION OF TOURISM SOCIAL MEDIA: A SYSTEMATIC STUDY,"This paper conducts the systematic study on big data artificial intelligence in the direction of tourism social media. At present, the focus of smart city should be the central city and big city. At the same time, the overall quality of citizens should be high, there should be a suitable living environment, including good culture and public services, convenient transportation services, reasonable living costs, and good city management. For the intelligent analysis, firstly it is required to design the big data model, which is combined for the AI frameworks as the theoretical basis, and then, the social network is modeled with the topology analysis and the data connection analysis. Furthermore, the application scenario of the smart tourism is tested. The designed platform is implemented based on software structure optimization.",2021,
190,10.1109/ICMTMA50254.2020.00168,RESEARCH ON NURSING MANAGEMENT BASED ON BIG DATA,"With the rapid development of the Internet, the era of science and technology has arrived, and big data in information technology has become the driving force behind scientific and technological progress. Applying big data and intelligence to the clinical nursing quality management system, constructing a nursing management and control platform that integrates nursing quality indicators, nursing event reporting, and nursing risk management, and realizes the dynamic and intelligent management and control of nursing quality throughout the process. After applying big data to the nursing quality management system, the time for entering and analyzing nursing quality problems is significantly shortened, the quality of nursing services is improved, and patient satisfaction is effectively improved. The establishment and application of mobile nursing quality management system reduces time cost, improves nursing work efficiency, promotes the full participation of nursing quality management, and improves the effectiveness of nursing quality management and patient satisfaction.",2020,21571473
191,10.1109/ICICS49469.2020.239526,AN APPROACH TO IMPROVE DATA QUALITY FROM BIG DATA ASPECT BY SENSITIVE COST AND TIME,"Big data is term of dataset with characteristic volume, value and veracity that lead to challenges unable proceed using traditional techniques to extract value, project management perspective is dynamic processing that utilizes the appropriate resources of organization in many phases by measuring in four-factor scope, time, cost and quality. In this research aim improve data quality from big data via project management scope depends on high trust which is getting high accuracy from confidence level in volume of data, confidence get with context and value of data which lead to determine accuracy deeply in it and finally choose from data depending on veracity of it, the experiment using three main factors time, cost and scope, strongest relation arranging between them start by project scope as strongest one then cost, product and finally time is weakest between them, in the final when select best quality use two sides generally from quality degree and be middle-quality interval and especially from relative distance with the strongest factor.",2020,2471125X
192,10.1109/IICSPI.2018.8690369,THE RESEARCH AND ANALYSIS OF BIG DATA APPLICATION ON DISTRIBUTION NETWORK,"Big data used in intelligent power grid operation is gradually getting more and more widely acknowledged and emphasized. Due to the fast development of smart grid and distribution network, big data application on the traditional power industry is undergoing profound changes, which promotes the decentralization, digitalization and intellectualization of distribution system devices, where power users could significantly make use of the information amount of system running state. Through the analysis of big data derived from distribution network, this paper discusses the concept of big data characteristics in modern intelligent distribution network, clarifies data source of distributed network system and illustrates the significance of big data application. Finally, effective big data analysis methods are next employed to demonstrate the special implement of big data technologies in distribution network environment.",2018,
193,10.1109/ICBDSC.2016.7460348,UTILIZING BIG DATA ANALYTICS AS A SOLUTION FOR SMART CITIES,"Cities generate huge volumes of data that are diverse in nature and are generated on a daily basis. These data types involve environment, energy, transport and economic data. This includes structured and unstructured data which needs to be processed and understood to become valuable. By managing and analyzing big data, smart cities will be able to tackle formidable problems and ascend to a state where better and more informed decisions will be taken resulting in enhanced economic and environment outcomes leading to better quality of life. This paper reviews utilizing big data in cities by using big data analytics as a solution for smart cities and conceiving related issues being faced.",2016,
194,10.1109/ICBDACI.2017.8070878,ADVANCED QUERY MODEL DESIGN CONCEPT TO SUPPORT MULTI-DIMENSIONAL DATA ANALYTICS FOR RELATIONAL DATABASE MANAGEMENT SYSTEMS,"Industries use information for decision making to help process changers and business expansions. They use historical data to produce the required information. Preparation of information varies with the way of arranging, retrieving and processing data accurately. Decision support systems use many different approaches to design and data manipulation. Existing small to medium systems still use relational databases and basic query models as primary data analysis technique. But large scaled enterprise systems use different analytical, data warehousing and business intelligent systems rather than using databases due to the numerous RDBMS limitations. As described in (Ballard, et al., 1998, February) data warehousing concept evolve the easy access method of quality data in a structured store for decision making. Objective of this paper is to introduce an advanced database and query model design to support data analysis, business intelligence and data visualization over relational database management systems.",2017,
195,10.1109/MCC.2015.36,TRUSTWORTHY PROCESSING OF HEALTHCARE BIG DATA IN HYBRID CLOUDS,"A 2015 Gartner report noted that data processing technologies haven't kept pace with the significant increase in the volume of digital healthcare data, and an integrated and trustworthy healthcare analytics solution can facilitate more effective decision making in patient care and risk management, improving quality of life, optimizing performance of services, and so on. The challenge is how to ensure data confidentiality and integrity when storing such data but still make it highly available, process it to extract actionable information for decision makers, including medical professionals, and share it with collaborators, while preserving the privacy of individual patients and giving them the full control of their data at all times. This challenge calls for a trustworthy big data processing platform.",2015,23722568
196,10.1109/ICEKIM52309.2021.00181,RESEARCH ON THE AUDIT OF NATURAL RESOURCES ASSETS FROM THE PERSPECTIVE OF BIG DATA CLOUD COMPUTING,"With the rapid development of information technology in the era of big data, cloud computing technology is applied to all aspects of social life. There are many kinds of natural resource assets, and the formulation of audit standards and the selection of audit methods are difficult. This paper studies the application of big data cloud computing in the audit of natural resource assets, which plays an important role in mining the useful information carried by audit data, in order to solve various practical problems faced by natural asset audit, improve audit efficiency, reduce audit risk and ensure the quality of audit At the same time, it analyzes and discusses the problems of data and information security in the current cloud audit. The application of big data cloud computing technology is the development trend of the times, which has a huge role in promoting the audit of natural resources assets, and will also provide experience for the historical change of full audit coverage.",2021,
197,10.23919/FRUCT.2019.8711912,DISTRIBUTED BIG DATA DRIVEN FRAMEWORK FOR CELLULAR NETWORK MONITORING DATA,"The smart monitoring system (SMS) vision relies on the use of ICT to efficiently manage and maximize the utility of network infrastructures and services in order to improve the quality of service and network performance. Many aspects of SMS projects are dynamic data driven application system where data from sensors monitoring the system state are used to drive computations that in turn can dynamically adapt and improve the monitoring process as the complex system evolves. In this context, a research and development of new paradigm of Distributed Big Data Driven Framework (DBDF) for monitoring data in mobile network infrastructures entails the ability to dynamically incorporate more accurate information for network monitoring and controlling purposes through obtaining real-time measurements from the base stations, user demands and claims, and other sensors (for weather conditions, etc.). The proposed framework consists of network probes, data parsing application, Message-Oriented Middleware, real-time and offline data models, Big Data storage and Decision layers., and Other data sources. Each Big Data layer might be implemented using comparative analysis of the most effective Big Data solutions. In addition, as a proof of concept, the roaming users detection model was created based on Apache Spark application. The model filters streaming protocols data, deserializes it into Json format and finally sends it to Kafka application. The experiments with the model demonstrated and acknowledged the capacities of the Apache Spark in building foundation for Big Data hub as a basic application for online mobile network data processing.",2019,23057254
198,10.1109/ICBDIE52740.2021.00013,INNOVATIVE RESEARCH AND EXPLORATION OF AUDITING UNDER THE BIG DATA,"With the advent of the information age, the development of big data has been accelerating, and the application of cloud computing in the auditing industry has also been increasing. This has had a huge impact on the development of our country's auditing industry and presented new challenges. How to use big data technology to conduct cloud audits, adapt to changes in the current environment, and reduce audit risks has become an urgent issue in the auditing community. Based on the background of big data, this paper studies the main difficulties faced by audit development, analyzes the causes of the problems, and finally proposes to use big data technology for cloud audi, innovate audit organization methods, focus on the training of audit talents, strengthen audit business training, hire expert consultants to improve audit quality, and optimize the staff structure, etc.",2021,
199,10.1109/ICAML51583.2020.00045,ANALYSIS OF BIG DATA CLEANING ALGORITHM RESEARCH AND SYSTEM PLATFORM CONSTRUCTION,"In recent years., due to the rapid development of industry., science and technology., the sources of big data with important industrial significance are increasingly diversified., showing an exponential growth trend. In today&#x0027;s social production., if we want to obtain useful quality data about fast-growing and complex data., we need to clean up these data. In the era of Industry 4.0., the global manufacturing industry is developing rapidly., and the data in the production process has increased., showing an exponential trend. Pay more attention to the use of these data in production. How to make effective use of public industrial big data from networked and intelligent manufacturing is the main solution of manufacturing industry. To this end, in order to better use the big data cleaning algorithm in production and production., this paper studies the design., system construction and implementation of the big data platform.",2020,
0,10.1109/ICESIT53460.2021.9696607,ENTERPRISE INTERNAL AUDIT SYSTEM IN THE CONTEXT OF BIG DATA,"In order to overcome the problems existing in the traditional enterprise internal audit system under the background of big data, this paper proposes a novel enterprise internal audit system under the background of big data. From the perspective of corporate governance, the system fully discusses the scientific and usefulness of big data technology, and emphasizes the importance of the combination of big data technology and enterprise internal audit. Based on this, the system also fully combines the characteristics of big data technology and emphasizes the importance of big data thinking in the big data era and the importance of enterprise internal audit for enterprise governance. The research results show that the system can not only overcome the problems existing in the traditional internal audit system of enterprises under the background of big data, but also improve the efficiency and quality of internal audit.",2021,
1,10.1109/BigData47090.2019.9005600,THE SERUMS TOOL-CHAIN: ENSURING SECURITY AND PRIVACY OF MEDICAL DATA IN SMART PATIENT-CENTRIC HEALTHCARE SYSTEMS,"Future-generation healthcare systems will be highly distributed, combining centralised hospital systems with decentralised home-, work-and environment-based monitoring and diagnostics systems. These will reduce costs and injury-related risks whilst both improving quality of service, and reducing the response time for diagnostics and treatments made available to patients. To make this vision possible, medical data must be accessed and shared over a variety of mediums including untrusted networks. In this paper, we present the design and initial implementation of the SERUMS tool-chain for accessing, storing, communicating and analysing highly confidential medical data in a safe, secure and privacy-preserving way. In addition, we describe a data fabrication framework for generating large volumes of synthetic but realistic data, that is used in the design and evaluation of the tool-chain. We demonstrate the present version of our technique on a use case derived from the Edinburgh Cancer Centre, NHS Lothian, where information about the effects of chemotherapy treatments on cancer patients is collected from different distributed databases, analysed and adapted to improve ongoing treatments.",2019,
2,10.1109/PMIS52742.2021.00010,RESEARCH ON INTELLIGENT MODE OF PUBLIC SERVICE DRIVEN BY BIG DATA,"Big data is the key to building a intelligent public service mode and a technical means to promote the modernization of national governance. However, the public service mode driven by big data has problems such as inefficient government purchases and failure to achieve multi-level and cross-departmental information interaction, which directly affects the quality of public service work. This article takes the “5V” characteristics of big data as the background, discusses the “5N” feature of optimizing public services, and proposes a intelligent mode of public services driven by big data, thereby enhancing the awareness of big data at all levels of public services.",2021,
3,10.1109/BigData47090.2019.9005596,TIME SERIES CLASSIFICATION: LESSONS LEARNED IN THE (LITERAL) FIELD WHILE STUDYING CHICKEN BEHAVIOR,"Poultry farms are a major contributor to the human food chain. However, around the world, there have been growing concerns about the quality of life for the livestock in poultry farms; and increasingly vocal demands for improved standards of animal welfare. Recent advances in sensing technologies and machine learning allow the possibility of monitoring birds, and employing the lessons learned to improve the welfare for all birds. This task superficially appears to be easy, yet, studying behavioral patterns involves collecting enormous amounts of data, justifying the term Big Data. Before the big data can be used for analytical purposes to tease out meaningful, well-conserved behavioral patterns, the collected data needs to be preprocessed. The pre-processing refers to processes for cleansing and preparing data so that it is in the format ready to be analyzed by downstream algorithms, such as classification and clustering algorithms. However, as we shall demonstrate, efficient preprocessing of chicken big data is both non-trivial and crucial towards success of further analytics.",2019,
4,10.1109/ICAIBD55127.2022.9820032,RESEARCH ON THE APPLICATION OF DATA MINING IN TEACHING SYSTEM,"Using data mining technology, based on relevant scientific theories, optimize the school teaching system. Taking full advantage of the huge data stored in the teaching system of colleges and universities for many years, through decision analysis and decision tree pruning method to carefully analyze the data, discover the messages and useful knowledge to promote the teaching quality from a great many data in teaching system, and be used in teaching practice. This paper establishes data mining system to monitor and control teaching quality. Among them, data mining algorithms such as association rules and decision trees are applied. From the perspective of data analysis, the main body, process and other factors affecting teaching quality and their mutual relations are studied, and a rule discovery method suitable for teaching evaluation is proposed.",2022,
5,10.1109/ICSGEA51094.2020.00102,QUALITY-CENTERED MOBILE TERMINAL TEACHING ASSESSMENT SYSTEM UNDER THE BACKGROUND OF BIG DATA,"The teaching system of mobile terminals is a teaching environment that has emerged with the popularity of computer technology and mobile devices. It is the main research object in this article. It is different from the traditional classroom teaching environment. It completely uses mobile terminals instead of traditional paper textbooks. In this classroom environment, students and teachers each have a handheld mobile device that connects to the wireless network through a server. The information is processed dynamically and statically through the data acquisition layer, and the processed data is analyzed dynamically and statically, so that the data storage layer stores the information. Then the data storage layer feeds back the data information to students, service organizations, operators and teachers through the precise teaching engine, so as to meet the needs of teaching. Students acquire personalized teaching needs, and establish a precise large data analysis and data mining model.",2020,
6,10.1109/BigData.2015.7363909,HIGH QUALITY CLUSTERING OF BIG DATA AND SOLVING EMPTY-CLUSTERING PROBLEM WITH AN EVOLUTIONARY HYBRID ALGORITHM,"Achieving high quality clustering is one of the most well-known problems in data mining. k-means is by far the most commonly used clustering algorithm. It converges fairly quickly, but achieving a good solution is not guaranteed. The clustering quality is highly dependent on the selection of the initial centroid selections. Moreover, when the number of clusters increases, it starts to suffer from ""empty clustering"". The motivation in this study is two-fold. We not only aim at improving the k-means clustering quality, but at the same time not being effected by the empty cluster issue. For achieving this purpose, we developed a hybrid model, H(EC)2S, Hybrid Evolutionary Clustering with Empty Clustering Solution. Firstly, it selects representative points to eliminate Empty Clustering problem. Then, the hybrid algorithm uses only these points during centroid selection. The proposed model combines Fireworks and Cuckoo-search based evolutionary algorithm with some centroid-calculation heuristics. The model is implemented using a Hadoop Mapreduce algorithm for achieving scalability when faced with a Big Data clustering problem. The advantages of the developed model is particularly attractive when the amount, dimensionality and number of cluster parameters tend to increase. The results indicate that considerable clustering quality performance improvement is achieved using the proposed model.",2015,
