,sourceid,title_csv,type,issn,sjr,sjr best quartile,h index,total docs. (2020),total docs. (3years),total refs.,total cites (3years),citable docs. (3years),cites / doc. (2years),ref. / doc.,country,region,publisher,coverage,categories,total cites,journal impact factor,eigenfactor score,abstract,doi,year,author,title_bib,type_publication
685,19901,IEEE TRANSACTIONS ON BROADCASTING,journal,15579611,"0,782",Q1,80,84,209,2773,980,206,"4,99","33,01",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1963-2020,Electrical and Electronic Engineering (Q1); Media Technology (Q1),"2,375",3.863,0.00249,"The discrete CSO/CTB intermodulation distortion has a big influence on the CATV net quality. This article describes a new method to calculate the composite second order (CSO) and composite triple beat (CTB) intermodulation distortion spectrum for the full frequency range of a coaxial cable CATV amplifier for any input frequency plan. The calculation takes into account the output level ripple and preemphasis, using frequency dependent intermodulation coefficients. These coefficients have been established through CSO/CTB measurements on multichannel test systems for standard frequency plans at 5-8 intermodulation frequencies or on distortion arrays for the two (three) oscillator measuring test system. The defined intermodulation coefficients are unrelated to the frequency plan and the input/output level ripple. It is also possible to calculate the CSO/CTB spectrum caused by analogue channels within digital QAM channels. The results equally apply to optical CATV receivers. Simulation results have been verified using extensive data from multichannel measurement systems.",10.1109/11.715324,1998,,CALCULATING THE CSO/CTB SPECTRUM OF CATV AMPLIFIERS AND OPTICAL RECEIVERS,
686,19901,IEEE TRANSACTIONS ON BROADCASTING,journal,15579611,"0,782",Q1,80,84,209,2773,980,206,"4,99","33,01",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1963-2020,Electrical and Electronic Engineering (Q1); Media Technology (Q1),"2,375",3.863,0.00249,"Internet Protocol Television (IPTV) over IEEE 802.11 Wireless LANs, which are considered today as the de-facto wireless access network for local distribution (home networks, hotspots), brings forth a big challenge to guarantee high quality multicast/broadcast delivery over unreliable and time-variant wireless channels. However, in IEEE 802.11 Wireless LANs, current standard MAC layer protocols do not provide any error correction scheme for broadcast/multicast. In our previous work, we enhanced a Leader Based Protocol (LBP) and proposed a Beacon-driven Leader Based Protocol (BLBP) for the MAC layer multicast error control. However, as pure Automatic Repeat reQuest (ARQ) schemes, both LBP and BLBP are not efficient for large multicast groups. In this paper, we combine BLBP and packet level Forward Error Correction (FEC) and propose a Hybrid Leader Based Protocol (HLBP) for the MAC layer multicast error control. HLBP transmits the original data packets using raw broadcast and retransmits parity packets using an improved BLBP which is based on block feedback. To guarantee the required Packet Loss Ratio (PLR) under strict delay constraints for multicast delivery over a Gilbert-Elliott (GE) channel, we analyze LBP, BLBP and HLBP, develop analytic performance models that allow optimizing the configurations. The performance models are verified via simulation experiments. Both the theoretical analysis and simulation results show that HLBP is much more efficient than LBP and BLBP especially for large multicast groups and is also more efficient than the best application layer multicast error correction scheme. BLBP needs the minimum number of redundancy transmissions among all pure ARQ based schemes while HLBP needs the near-minimum number of redundancy transmissions among all schemes. Due to the simplicity and efficiency, BLBP is a good choice for IPTV multicast delivery for small groups in Wireless LANs while HLBP is a better choice for large multicast groups.",10.1109/TBC.2009.2016502,2009,,MAC LAYER MULTICAST ERROR CONTROL FOR IPTV IN WIRELESS LANS,
687,21728,JOURNAL OF SURGICAL RESEARCH,journal,00224804,"0,780",Q2,108,688,1666,19607,3583,1614,"1,96","28,50",United States,Northern America,Academic Press Inc.,1961-2021,Surgery (Q2),"17,062",2.192,0.01875,"As more and more health systems have converted to the use of electronic health records, the amount of searchable and analyzable data is exploding. This includes not just provider or laboratory created data but also data collected by instruments, personal devices, and patients themselves, among others. This has led to more attention being paid to the analysis of these data to answer previously unaddressed questions. This is especially important given the number of therapies previously found to be beneficial in clinical trials that are currently being re-scrutinized. Because there are orders of magnitude more information contained in these data sets, a fundamentally different approach needs to be taken to their processing and analysis and the generation of knowledge. Health care and medicine are drivers of this phenomenon and will ultimately be the main beneficiaries. Concurrently, many different types of questions can now be asked using these data sets. Research groups have become increasingly active in mining large data sets, including nationwide health care databases, to learn about associations of medication use and various unrelated diseases such as cancer. Given the recent increase in research activity in this area, its promise to radically change clinical research, and the relative lack of widespread knowledge about its potential and advances, we surveyed the available literature to understand the strengths and limitations of these new tools. We also outline new databases and techniques that are available to researchers worldwide, with special focus on work pertaining to the broad and rapid monitoring of drug safety and secondary effects.",https://doi.org/10.1016/j.jss.2019.09.053,2020,Ali Zarrinpar and Ting-Yuan {David Cheng} and Zhiguang Huo,WHAT CAN WE LEARN ABOUT DRUG SAFETY AND OTHER EFFECTS IN THE ERA OF ELECTRONIC HEALTH RECORDS AND BIG DATA THAT WE WOULD NOT BE ABLE TO LEARN FROM CLASSIC EPIDEMIOLOGY?,article
688,3100147401,ECOLOGICAL INFORMATICS,journal,15749541,"0,774",Q1,55,109,273,5588,964,271,"3,43","51,27",Netherlands,Western Europe,Elsevier,2006-2020,"Modeling and Simulation (Q1); Applied Mathematics (Q2); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Ecological Modeling (Q2); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)","2,893",3.142,0.00332,"The recent availability of species occurrence data from numerous sources, standardized and connected within a single portal, has the potential to answer fundamental ecological questions. These aggregated big biodiversity databases are prone to numerous data errors and biases. The data-user is responsible for identifying these errors and assessing if the data are suitable for a given purpose. Complex technical skills are increasingly required for handling and cleaning biodiversity data, while biodiversity scientists possessing these skills are rare. Here, we estimate the effect of user-level data cleaning on species distribution model (SDM) performance. We implement several simple and easy-to-execute data cleaning procedures, and evaluate the change in SDM performance. Additionally, we examine if a certain group of species is more sensitive to the use of erroneous or unsuitable data. The cleaning procedures used in this research improved SDM performance significantly, across all scales and for all performance measures. The largest improvement in distribution models following data cleaning was for small mammals (1g–100g). Data cleaning at the user level is crucial when using aggregated occurrence data, and facilitating its implementation is a key factor in order to advance data-intensive biodiversity studies. Adopting a more comprehensive approach for incorporating data cleaning as part of data analysis, will not only improve the quality of biodiversity data, but will also impose a more appropriate usage of such data.",https://doi.org/10.1016/j.ecoinf.2016.06.001,2016,Tomer Gueta and Yohay Carmel,QUANTIFYING THE VALUE OF USER-LEVEL DATA CLEANING FOR BIG DATA: A CASE STUDY USING MAMMAL DISTRIBUTION MODELS,article
689,3100147401,ECOLOGICAL INFORMATICS,journal,15749541,"0,774",Q1,55,109,273,5588,964,271,"3,43","51,27",Netherlands,Western Europe,Elsevier,2006-2020,"Modeling and Simulation (Q1); Applied Mathematics (Q2); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Ecological Modeling (Q2); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)","2,893",3.142,0.00332,"Over recent years, the frequency and intensity of droughts have increased and there has been a large drying trend over many parts of the world. Consequently, drought monitoring using big data analytic has gained an explosive interest. Droughts stand among the most damaging natural disasters. It threatens agricultural production, ecological environment, and socio-economic development. For this reason, early warning, accurate evaluation, and efficient prediction are an emergency especially for the nations that are the most menaced by this danger. There are numerous emerging studies addressing big data and its applications in drought monitoring. In fact, big data handle data heterogeneity which is an additive value for the prediction of drought, it offers a view of the different dimensions such as the spatial distribution, the temporal distribution and the severity detection of this phenomenon. Big data analytic and drought are introduced and reviewed in this paper. Besides, this review includes different studies, researches and applications of big data to drought monitoring. Challenges related to data life cycle such as data challenges, data processing challenges and data infrastructure management challenges are also discussed. Finally, we conclude that big data analytic can be beneficial in drought monitoring but there is a need for statistical and artificial intelligence-based approaches.",https://doi.org/10.1016/j.ecoinf.2020.101136,2020,Hanen Balti and Ali {Ben Abbes} and Nedra Mellouli and Imed Riadh Farah and Yanfang Sang and Myriam Lamolle,"A REVIEW OF DROUGHT MONITORING WITH BIG DATA: ISSUES, METHODS, CHALLENGES AND RESEARCH DIRECTIONS",article
690,23235,HEART LUNG AND CIRCULATION,journal,14439506,"0,770",Q2,46,327,744,9995,1363,618,"1,93","30,57",United Kingdom,Western Europe,Elsevier Ltd.,2000-2020,Cardiology and Cardiovascular Medicine (Q2); Pulmonary and Respiratory Medicine (Q2),"4,050",2.975,0.0073,"Cardiovascular diseases (CVD) are leading causes of death and morbidity in Australia and worldwide. Despite improvements in treatment, there remain large gaps in our understanding to prevent, treat and manage CVD events and associated morbidities. This article lays out a vision for enhancing CVD research in Australia through the development of a Big Data system, bringing together the multitude of rich administrative and health datasets available. The article describes the different types of Big Data available for CVD research in Australia and presents an overview of the potential benefits of a Big Data system for CVD research and some of the major challenges in establishing the system for Australia. The steps for progressing this vision are outlined.",https://doi.org/10.1016/j.hlc.2021.04.023,2021,Ellie Paige and Kerry Doyle and Louisa Jorm and Emily Banks and Meng-Ping Hsu and Lee Nedkoff and Tom Briffa and Dominique A. Cadilhac and Ray Mahoney and Johan W. Verjans and Girish Dwivedi and Michael Inouye and Gemma A. Figtree,A VERSATILE BIG DATA HEALTH SYSTEM FOR AUSTRALIA: DRIVING IMPROVEMENTS IN CARDIOVASCULAR HEALTH,article
691,29439,ADVANCES IN CHILD DEVELOPMENT AND BEHAVIOR,journal,00652407,"0,767",Q2,41,18,55,1682,106,8,"1,81","93,44",United States,Northern America,Academic Press Inc.,"1964-1965, 1967, 1969-1976, 1978-1980, 1982, 1984-1985, 1987, 1989, 1991, 1993-1994, 1996, 1999, 2001-2020","Developmental and Educational Psychology (Q2); Pediatrics, Perinatology and Child Health (Q2); Behavioral Neuroscience (Q3)","1,055",2.182,0.00113,"Big data are everywhere. In this chapter, we focus on one source: long-form, child-centered recordings collected using wearable technologies. Because these recordings are simultaneously unobtrusive and encompassing, they may be a breakthrough technology for clinicians and researchers from several diverse fields. We demonstrate this possibility by outlining three applications for the recordings—clinical treatment, large-scale interventions, and language documentation—where we see the greatest potential. We argue that incorporating these recordings into basic and applied research will result in more equitable treatment of patients, more reliable measurements of the effects of interventions on real-world behavior, and deeper scientific insights with less observational bias. We conclude by outlining a proposal for a semistructured online platform where vast numbers of long-form recordings could be hosted and more representative, less biased algorithms could be trained.",https://doi.org/10.1016/bs.acdb.2021.12.001,2022,Margaret Cychosz and Alejandrina Cristia,CHAPTER ONE - USING BIG DATA FROM LONG-FORM RECORDINGS TO STUDY DEVELOPMENT AND OPTIMIZE SOCIETAL IMPACT,incollection
692,19700171401,WORLD NEUROSURGERY,journal,18788750,"0,734",Q2,95,2675,7491,64788,14126,6927,"1,78","24,22",United States,Northern America,Elsevier Inc.,2010-2020,Neurology (clinical) (Q2); Surgery (Q2),"23,506",2.104,0.04375,"Objective
The National Inpatient Sample (NIS) (the largest all-payer inpatient database in the United States) is an important instrument for big data analysis of neurosurgical inquiries. However, earlier research has determined that many NIS studies are limited by common methodological pitfalls. In this study, we provide the first primer of NIS methodological procedures in the setting of neurosurgical research and review all reported neurosurgical studies using the NIS.
Methods
We designed a protocol for neurosurgical big data research using the NIS, based on our subject matter expertise, NIS documentation, and input and verification from the Healthcare Cost and Utilization Project. We subsequently used a comprehensive search strategy to identify all neurosurgical studies using the NIS in the PubMed and MEDLINE, Embase, and Web of Science databases from inception to August 2021. Studies underwent qualitative categorization (years of NIS studied, neurosurgical subspecialty, age group, and thematic focus of study objective) and analysis of longitudinal trends.
Results
We identified a canonical, 4-step protocol for NIS analysis: study population selection; defining additional clinical variables; identification and coding of outcomes; and statistical analysis. Methodological nuances discussed include identifying neurosurgery-specific admissions, addressing missing data, calculating additional severity and hospital-specific metrics, coding perioperative complications, and applying survey weights to make nationwide estimates. Inherent database limitations and common pitfalls of NIS studies discussed include lack of disease process–specific variables and data after the index admission, inability to calculate certain hospital-specific variables after 2011, performing state-level analyses, conflating hospitalization charges and costs, and not following proper statistical methodology for performing survey-weighted regression. In a systematic review, we identified 647 neurosurgical studies using the NIS. Although almost 60% of studies were reported after 2015, <10% of studies analyzed NIS data after 2015. The average sample size of studies was 507,352 patients (standard deviation = 2,739,900). Most studies analyzed cranial procedures (58.1%) and adults (68.1%). The most prevalent topic areas analyzed were surgical outcome trends (35.7%) and health policy and economics (17.8%), whereas patient disparities (9.4%) and surgeon or hospital volume (6.6%) were the least studied.
Conclusions
We present a standardized methodology to analyze the NIS, systematically review the state of the NIS neurosurgical literature, suggest potential future directions for neurosurgical big data inquiries, and outline recommendations to improve the design of future neurosurgical data instruments.",https://doi.org/10.1016/j.wneu.2022.02.113,2022,Oliver Y. Tang and Alisa Pugacheva and Ankush I. Bajaj and Krissia M. {Rivera Perla} and Robert J. Weil and Steven A. Toms,THE NATIONAL INPATIENT SAMPLE: A PRIMER FOR NEUROSURGICAL BIG DATA RESEARCH AND SYSTEMATIC REVIEW,article
693,21100836194,ICT EXPRESS,journal,24059595,"0,733",Q1,22,85,141,1553,813,140,"6,30","18,27",South Korea,Asiatic Region,Korean Institute of Communications Information Sciences,2015-2020,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1); Artificial Intelligence (Q2),789,4.317,0.0014,"This work assesses the quality of Internet of Things data not only as an intrinsic quality on how well it represents the related phenomenon but also, on how much information it contains to educate an artificial entity. The quality metrics here proposed are tested with real datasets. Also, they are implemented on OpenCPU, so the open data repositories can use them off-the-shelf to rate their datasets without computational cost and minimum human intervention, making them more attractive to potential users and gaining visibility and impact.",https://doi.org/10.1016/j.icte.2022.06.001,2022,Aurora González-Vidal and Alfonso P. Ramallo-González and Antonio F. Skarmeta,INTRINSIC AND EXTRINSIC QUALITY OF DATA FOR OPEN DATA REPOSITORIES,article
694,17388,IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,journal,15582345,"0,732",Q1,65,83,230,2309,719,216,"3,23","27,82",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1988-2020,"Electrical and Electronic Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)","1,889",2.874,0.00154,"As requirements on data volumes, rates, quality, merging, and analytics increase exponentially in the digital universe, semiconductor manufacturers are faced with a need for new approaches to data management and use across the Fab. These are often termed “big data” challenges. In our industry big data solutions will be key to scaling advanced process control (APC) solutions to finer levels of control and diagnostics. However the main impact will be to better enable more effective predictive technologies such as predictive maintenance (PdM), virtual metrology and yield prediction, all of which utilize data from traditional APC capabilities that include fault detection and classification and run-to-run control. PdM represents one area where big data solutions are generating significant benefits across a variety of process types. Moving to big data solutions involves addressing the aforementioned requirements either with enhancements of existing systems or moving to more big data friendly platforms. Big data friendly platforms applied to APC systems provide quantifiable cost-of-ownership and speed improvements, thereby better enabling high quality prediction solutions. Initially, big data solutions will largely be delegated to off-line and on-time critical tasks; over the longer term these big data solutions will increasingly be leveraged for time critical and real-time capabilities.",10.1109/TSM.2016.2574130,2016,,BIG DATA CAPABILITIES APPLIED TO SEMICONDUCTOR MANUFACTURING ADVANCED PROCESS CONTROL,
695,19700182731,EGYPTIAN INFORMATICS JOURNAL,journal,11108665,"0,728",Q1,34,47,59,1655,415,59,"6,94","35,21",Egypt,Africa/Middle East,"Faculty of Computers and Information, Cairo University",2010-2020,Information Systems (Q1); Computer Science Applications (Q2); Management Science and Operations Research (Q2),820,3.943,0.00093,"Internet of Things (IoT) is a fundamental concept of a new technology that will be promising and significant in various fields. IoT is a vision that allows things or objects equipped with sensors, actuators, and processors to talk and communicate with each other over the internet to achieve a meaningful goal. Unfortunately, one of the major challenges that affect IoT is data quality and uncertainty, as data volume increases noise, inconsistency and redundancy increases within data and causes paramount issues for IoT technologies. And since IoT is considered to be a massive quantity of heterogeneous networked embedded devices that generate big data, then it is very complex to compute and analyze such massive data. So this paper introduces a new model named NRDD-DBSCAN based on DBSCAN algorithm and using resilient distributed datasets (RDDs) to detect outliers that affect the data quality of IoT technologies. NRDD-DBSCAN has been applied on three different datasets of N-dimensions (2-D, 3-D, and 25-D) and the results were promising. Finally, comparisons have been made between NRDD-DBSCAN and previous models such as RDD-DBSCAN model and DBSCAN algorithm, and these comparisons proved that NRDD-DBSCAN solved the low dimensionality issue of RDD-DBSCAN model and also solved the fact that DBSCAN algorithm cannot handle IoT data. So the conclusion is that NRDD-DBSCAN proposed model can detect the outliers that exist in the datasets of N-dimensions by using resilient distributed datasets (RDDs), and NRDD-DBSCAN can enhance the quality of data exists in IoT applications and technologies.",https://doi.org/10.1016/j.eij.2019.12.001,2020,Haitham Ghallab and Hanan Fahmy and Mona Nasr,DETECTION OUTLIERS ON INTERNET OF THINGS USING BIG DATA TECHNOLOGY,article
696,19700176215,IEEE PHOTONICS JOURNAL,journal,19430647,"0,725",Q1,73,389,1797,11671,4920,1794,"2,65","30,00",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2009-2020,"Electrical and Electronic Engineering (Q1); Atomic and Molecular Physics, and Optics (Q2)","9,400",2.443,0.01577,"Additive haze model (AHM), due to its high simplicity, has a potential to increase the efficiency of the restoration procedure of images degraded by scattering media. However, AHM is designed for hazy remote sensing data and is not suitable to be used on outdoor images. In this paper, according to the low-frequency feature (LFC) of haze, AHM is modified via gamma correction technique to make it suitable for modeling outdoor images. Benefitting from the modified AHM (MAHM), a simple yet effective method called VROHI is proposed to enhance the visibility of an outdoor hazy image. In specific, a low complexity LFC extraction method is designed by utilizing characteristic of the discrete cosine transform. Subsequently, by constructing the linear function of unknown parameters and imposing the saturation prior on MAHM, the image dehazing problem can be derived into a global optimization function. Experiments reveal that the proposed VROHI is superior to the other state-of-the-art techniques in terms of both the processing efficiency and recovery quality.",10.1109/JPHOT.2020.3036873,2020,,VROHI: VISIBILITY RECOVERY FOR OUTDOOR HAZY IMAGE IN SCATTERING MEDIA,
697,19700176215,IEEE PHOTONICS JOURNAL,journal,19430647,"0,725",Q1,73,389,1797,11671,4920,1794,"2,65","30,00",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2009-2020,"Electrical and Electronic Engineering (Q1); Atomic and Molecular Physics, and Optics (Q2)","9,400",2.443,0.01577,"Multiple optical scattering occurs when light propagates in a non-uniform medium. During the multiple scattering, images were distorted and the spatial information they carried became scrambled. However, the image information is not lost but presents in the form of speckle patterns (SPs). In this study, we built up an optical random scattering system based on an liquid crystal display (LCD) and an RGB laser source. We found that the image classification can be improved by the help of random scattering which is considered as a feedforward neural network to extracts features from image. Along with the ridge classification deployed on computer, we achieved excellent classification accuracy higher than 94%, for a variety of data sets covering medical, agricultural, environmental protection and other fields. In addition, the proposed optical scattering system has the advantages of high speed, low power consumption, and miniaturization, which is suitable for deploying in edge computing applications.",10.1109/JPHOT.2021.3109016,2021,,IMPROVEMENT OF IMAGE CLASSIFICATION BY MULTIPLE OPTICAL SCATTERING,
698,23315,PHYSICS AND CHEMISTRY OF THE EARTH,journal,14747065,"0,724",Q2,82,111,303,5038,923,293,"2,87","45,39",United Kingdom,Western Europe,Elsevier Ltd.,"1982, 1991-1992, 1995, 2002-2020",Geochemistry and Petrology (Q2); Geophysics (Q2),"5,794",2.712,0.00279,"Rapid urbanization, population increase, emerging contaminants and increasing water scarcity have put a major constraint on the wastewater treatment system. Scarcity of water is steering current way of water recycle, and the drive focus towards resource recovery. Zero waste pathway in circular bioeconomy can bring transformation of wastewater commercialization by adding value with resource recovery. The complex biological reactions, unforeseen microbial behaviours, lack of reliable on-line instrumentation, complex modelling, lack of visualize techniques, low-quality industrial measurements and highly time-varying intensive data-driven operations call for the intelligence techniques and operations. The study is a review of sustainable circularity and intelligent data-driven operations and control of the wastewater treatment plant. Water surveillance and monitoring, circular economy and sustainability, automation pyramid, digital transformation, artificial intelligence, data pipeline, digital twin, data mining, and data-driven visualization, cyber-physical systems and water-energy-health management were reviewed. The deployment of the digital systems has evidently proven to bridges the gap between the data-driven soft sensor, operation and control systems in WWTP. Accurate prediction of the WWTP variables can support process design and control, reduce operation cost, improve system reliability, predictive maintenance and troubleshooting, increase water quality, increase stakeholder's engagement and endorse optimization of the plant performance. This procures the best compliance with international standards and diversification. The inclusion of life cycle environmental or cost management technologies in optimization models is an interesting pathway towards sustainable water treatment in-line with sustainable development goals, circular bioeconomy and industry 4.0.",https://doi.org/10.1016/j.pce.2022.103152,2022,Anthony Njuguna Matheri and Belaid Mohamed and Freeman Ntuli and Esther Nabadda and Jane Catherine Ngila,SUSTAINABLE CIRCULARITY AND INTELLIGENT DATA-DRIVEN OPERATIONS AND CONTROL OF THE WASTEWATER TREATMENT PLANT,article
699,21100784665,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,journal,23798939,"0,714",Q1,41,129,183,3440,783,180,"4,03","26,67",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2016-2020,Software (Q1); Artificial Intelligence (Q2),758,3.379,0.00155,"The ability of robots to write Chinese strokes, which is recognized as a sophisticated task, involves complicated kinematic control algorithms. The conventional approaches for robotic writing of Chinese strokes often suffer from limited font generation methods, which limits the ability of robots to perform high-quality writing. This article instead proposes a developmental evolutionary learning framework that enables a robot to learn to write fundamental Chinese strokes. The framework first considers the learning process of robotic writing as an evolutionary easy-to-difficult procedure. Then, a developmental learning mechanism called “Lift-constraint, act and saturate” that stems from developmental robotics is used to determine how the robot learns tasks ranging from simple to difficult by building on the learning results from the easy tasks. The developmental constraints, which include altitude adjustments, number of mutation points, and stroke trajectory points, determine the learning complexity of robot writing. The developmental algorithm divides the evolutionary procedure into three developmental learning stages. In each stage, the stroke trajectory points gradually increase, while the number of mutation points and adjustment altitudes gradually decrease, allowing the learning difficulties involved in these three stages to be categorized as easy, medium, and difficult. Our robot starts with an easy learning task and then gradually progresses to the medium and difficult tasks. Under various developmental constraint setups in each stage, the robot applies an evolutionary algorithm to handle the basic shapes of the Chinese strokes and eventually acquires the ability to write with good quality. The experimental results demonstrate that the proposed framework allows a calligraphic robot to gradually learn to write five fundamental Chinese strokes and also reveals a developmental pattern similar to that of humans. Compared to an evolutionary algorithm without the developmental mechanism, the proposed framework achieves good writing quality more rapidly.",10.1109/TCDS.2021.3098229,2022,,A DEVELOPMENTAL EVOLUTIONARY LEARNING FRAMEWORK FOR ROBOTIC CHINESE STROKE WRITING,
700,21100784665,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,journal,23798939,"0,714",Q1,41,129,183,3440,783,180,"4,03","26,67",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2016-2020,Software (Q1); Artificial Intelligence (Q2),758,3.379,0.00155,"Seizure prediction from intracranial electroencephalogram (iEEG) has great potentials to improve the life quality of epileptic patients, but faces big challenges. One major difficulty lies in which the brain signal changes occasionally during long-term monitoring, due to electrode movements or the nonstationary brain dynamics. This leads to a serious situation that a predictor learned from historical data usually only works well in a short time period as long as the data do not change much. While in a long time span, the performance of the learned features decreases or even becomes totally invalid. To deal with the problem, we propose a domain adaptation convolutional neural network to learn robust preictal features that is invariant across different time periods. Specifically, the preictal feature is learned and enhanced by multiscale temporal convolutions in the neural network. Based on this, a domain adaptation method is adopted to constrain that the learned features should be invariant across different time periods. Experimental results demonstrate that our approach can effectively improve seizure prediction performance against signal changes.",10.1109/TCDS.2021.3100270,2022,,LEARNING ROBUST FEATURES FROM NONSTATIONARY BRAIN SIGNALS BY MULTISCALE DOMAIN ADAPTATION NETWORKS FOR SEIZURE PREDICTION,
701,27952,JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,journal,09296646,"0,708",Q2,54,340,615,9529,1377,512,"2,25","28,03",China,Asiatic Region,Excerpta Medica Asia Ltd.,"1961-1962, 1972-2020",Medicine (miscellaneous) (Q2),"5,341",3.282,0.00513,"Background
The need is growing to create medical big data based on the electronic health records collected from different hospitals. Errors for sure occur and how to correct them should be explored.
Methods
Electronic health records of 9,197,817 patients and 53,081,148 visits, totaling about 500 million records for 2006–2016, were transmitted from eight hospitals into an integrated database. We randomly selected 10% of patients, accumulated the primary keys for their tabulated data, and compared the key numbers in the transmitted data with those of the raw data. Errors were identified based on statistical testing and clinical reasoning.
Results
Data were recorded in 1573 tables. Among these, 58 (3.7%) had different key numbers, with the maximum of 16.34/1000. Statistical differences (P < 0.05) were found in 34 (58.6%), of which 15 were caused by changes in diagnostic codes, wrong accounts, or modified orders. For the rest, the differences were related to accumulation of hospital visits over time. In the remaining 24 tables (41.4%) without significant differences, three were revised because of incorrect computer programming or wrong accounts. For the rest, the programming was correct and absolute differences were negligible. The applicability was confirmed using the data of 2,730,883 patients and 15,647,468 patient-visits transmitted during 2017–2018, in which 10 (3.5%) tables were corrected.
Conclusion
Significant magnitude of inconsistent data does exist during the transmission of big data from diverse sources. Systematic validation is essential. Comparing the number of data tabulated using the primary keys allow us to rapidly identify and correct these scattered errors.",https://doi.org/10.1016/j.jfma.2021.12.024,2022,Yi-Chia Lee and Ying-Ting Chao and Pei-Ju Lin and Yen-Yun Yang and Yu-Cih Yang and Cheng-Chieh Chu and Yu-Chun Wang and Chin-Hao Chang and Shu-Lin Chuang and Wei-Chun Chen and Hsing-Jen Sun and Hsin-Cheng Tsou and Cheng-Fu Chou and Wei-Shiung Yang,QUALITY ASSURANCE OF INTEGRATIVE BIG DATA FOR MEDICAL RESEARCH WITHIN A MULTIHOSPITAL SYSTEM,article
702,19700174607,JOURNAL OF COMPUTATIONAL SCIENCE,journal,18777503,"0,704",Q1,46,123,485,5550,2325,465,"4,97","45,12",Netherlands,Western Europe,Elsevier,2010-2020,Computer Science (miscellaneous) (Q1); Modeling and Simulation (Q2); Theoretical Computer Science (Q2),"3,198",3.976,0.00489,"The application of the optimisation problems in the daily decisions of companies is able to be used for finding the best management according to the necessities of the organisations. However, optimisation problems imply a high computational complexity, increased by the current necessity to include a massive quantity of data (Big Data), for the creation of optimisation problems to customise products and services for their clients. The irruption of Big Data technologies can be a challenge but also an important mechanism to tackle the computational difficulties of optimisation problems, and the possibility to distribute the problem performance. In this paper, we propose a solution that lets the query of a data set supported by Big Data technologies that imply the resolution of Constraint Optimisation Problem (COP). This proposal enables to: (1) model COPs whose input data are obtained from distributed and heterogeneous data; (2) facilitate the integration of different data sources to create the COPs; and, (3) solve the optimisation problems in a distributed way, to improve the performance. It is done by means of a framework and supported by a tool capable of modelling, solving and querying the results of optimisation problems. The tool integrates the Big Data technologies and commercial solvers of constraint programming. The suitability of the proposal and the development have been evaluated with real data sets whose computational study and results are included and discussed.",https://doi.org/10.1016/j.jocs.2020.101180,2020,Álvaro Valencia-Parra and Ángel Jesús Varela-Vaca and Luisa Parody and María Teresa Gómez-López,UNLEASHING CONSTRAINT OPTIMISATION PROBLEM SOLVING IN BIG DATA ENVIRONMENTS,article
