,sourceid,title_x,type,issn,sjr,sjr best quartile,h index,total docs. (2020),total docs. (3years),total refs.,total cites (3years),citable docs. (3years),cites / doc. (2years),ref. / doc.,country,region,publisher,coverage,categories,campo_join,title_y,total cites,journal impact factor,eigenfactor score,abstract,doi,year,author,title,type_publication
257,21933,DECISION SUPPORT SYSTEMS,journal,01679236,"1,564",Q1,151,115,342,7152,2672,338,"7,04","62,19",Netherlands,Western Europe,Elsevier,1985-2020,Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1),DECISION SUPPORT SYSTEMS,DECISION SUPPORT SYSTEMS,"13,580",5.795,0.0081,"To succeed in their business processes, organizations need data that not only attains suitable levels of quality for the task at hand, but that can also be considered as usable for the business. However, many researchers ground the potential usability of the data on its quality. Organizations would benefit from receiving recommendations on the usability of the data before its use. We propose that the recommendation on the usability of the data be supported by a decision process, which includes a context-dependent data-quality assessment based on business rules. Ideally, this recommendation would be generated automatically. Decision Model and Notation (DMN) enables the assessment of data quality based on the evaluation of business rules, and also, provides stakeholders (e.g., data stewards) with sound support for the automation of the whole process of generation of a recommendation regarding usability based on data quality. The main contribution of the proposal involves designing and enabling both DMN-driven mechanisms and a guiding methodology (DMN4DQ) to support the automatic generation of a decision-based recommendation on the potential usability of a data record in terms of its level of data quality. Furthermore, the validation of the proposal is performed through the application of a real dataset.",https://doi.org/10.1016/j.dss.2020.113450,2021,Álvaro Valencia-Parra and Luisa Parody and Ángel Jesús Varela-Vaca and Ismael Caballero and María Teresa Gómez-López,DMN4DQ: WHEN DATA QUALITY MEETS DMN,article
258,21933,DECISION SUPPORT SYSTEMS,journal,01679236,"1,564",Q1,151,115,342,7152,2672,338,"7,04","62,19",Netherlands,Western Europe,Elsevier,1985-2020,Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1),DECISION SUPPORT SYSTEMS,DECISION SUPPORT SYSTEMS,"13,580",5.795,0.0081,"Forecasting tourism demand has important implications for both policy makers and companies operating in the tourism industry. In this research, we applied methods and tools of social network and semantic analysis to study user-generated content retrieved from online communities which interacted on the TripAdvisor travel forum. We analyzed the forums of 7 major European capital cities, over a period of 10 years, collecting more than 2,660,000 posts, written by about 147,000 users. We present a new methodology of analysis of tourism-related big data and a set of variables which could be integrated into traditional forecasting models. We implemented Factor Augmented Autoregressive and Bridge models with social network and semantic variables which often led to a better forecasting performance than univariate models and models based on Google Trend data. Forum language complexity and the centralization of the communication network – i.e. the presence of eminent contributors – were the variables that contributed more to the forecasting of international airport arrivals.",https://doi.org/10.1016/j.dss.2019.113075,2019,Andrea {Fronzetti Colladon} and Barbara Guardabascio and Rosy Innarella,USING SOCIAL NETWORK AND SEMANTIC ANALYSIS TO ANALYZE ONLINE TRAVEL FORUMS AND FORECAST TOURISM DEMAND,article
259,21933,DECISION SUPPORT SYSTEMS,journal,01679236,"1,564",Q1,151,115,342,7152,2672,338,"7,04","62,19",Netherlands,Western Europe,Elsevier,1985-2020,Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1),DECISION SUPPORT SYSTEMS,DECISION SUPPORT SYSTEMS,"13,580",5.795,0.0081,"The rapid growth of big data environment imposes new challenges that traditional knowledge discovery and data mining process (KDDM) models are not adequately suited to address. We propose a snail shell process model for knowledge discovery via data analytics (KDDA) to address these challenges. We evaluate the utility of the KDDA process model using real-world analytic case studies at a global multi-media company. By comparing against traditional KDDM models, we demonstrate the need and relevance of the snail shell model, particularly in addressing faster turnaround and frequent model updates that characterize knowledge discovery in the big data environment.",https://doi.org/10.1016/j.dss.2016.07.003,2016,Yan Li and Manoj A. Thomas and Kweku-Muata Osei-Bryson,A SNAIL SHELL PROCESS MODEL FOR KNOWLEDGE DISCOVERY VIA DATA ANALYTICS,article
260,18080,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,journal,07365845,"1,561",Q1,93,139,404,6448,2949,400,"7,35","46,39",United Kingdom,Western Europe,Elsevier Ltd.,"1984-1994, 1996-2021",Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mathematics (miscellaneous) (Q1); Software (Q1),ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,"6,215",5.666,0.0057,"Advanced manufacturing is one of the core national strategies in the US (AMP), Germany (Industry 4.0) and China (Made-in China 2025). The emergence of the concept of Cyber Physical System (CPS) and big data imperatively enable manufacturing to become smarter and more competitive among nations. Many researchers have proposed new solutions with big data enabling tools for manufacturing applications in three directions: product, production and business. Big data has been a fast-changing research area with many new opportunities for applications in manufacturing. This paper presents a systematic literature review of the state-of-the-art of big data in manufacturing. Six key drivers of big data applications in manufacturing have been identified. The key drivers are system integration, data, prediction, sustainability, resource sharing and hardware. Based on the requirements of manufacturing, nine essential components of big data ecosystem are captured. They are data ingestion, storage, computing, analytics, visualization, management, workflow, infrastructure and security. Several research domains are identified that are driven by available capabilities of big data ecosystem. Five future directions of big data applications in manufacturing are presented from modelling and simulation to real-time big data analytics and cybersecurity.",https://doi.org/10.1016/j.rcim.2019.101861,2020,Yesheng Cui and Sami Kara and Ka C. Chan,MANUFACTURING BIG DATA ECOSYSTEM: A SYSTEMATIC LITERATURE REVIEW,article
261,18080,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,journal,07365845,"1,561",Q1,93,139,404,6448,2949,400,"7,35","46,39",United Kingdom,Western Europe,Elsevier Ltd.,"1984-1994, 1996-2021",Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mathematics (miscellaneous) (Q1); Software (Q1),ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,"6,215",5.666,0.0057,"Today, in a smart manufacturing environment based on the Industry 4.0 paradigm, people, technological infrastructure and machinery equipped with sensors can constantly generate and communicate a huge volume of data, also known as Big Data. The manufacturing industry takes advantage of Big Data and analytics evolution by improving its capability to bring out valuable information and knowledge from industrial processes, production systems and sensors. The adoption of model-based frameworks in the Big Data Analytics pipeline can better address user configuration requirements (e.g. type of analysis to perform, type of algorithm to be applied) and also provide more transparency and clearness on the execution of workflows and data processing. In the current state of art, an application of a model-based framework in a manufacturing scenario is missing. Therefore, in this study, by means of a case study research focused on data from sensors associated with Computer Numerical Control machines, the configuration and execution of a Big Data Analytics pipeline with a Model-based Big Data Analytics-as-a-Service framework is described. The case study provides to theoreticians and managerial experts useful evidence for managing real-time data analytics and deploying a workflow that addresses specific analytical goals, driven by user requirements and developer models, in a complex manufacturing domain.",https://doi.org/10.1016/j.rcim.2022.102331,2022,Angelo Corallo and Anna Maria Crespino and Mariangela Lazoi and Marianna Lezzi,MODEL-BASED BIG DATA ANALYTICS-AS-A-SERVICE FRAMEWORK IN SMART MANUFACTURING: A CASE STUDY,article
262,18080,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,journal,07365845,"1,561",Q1,93,139,404,6448,2949,400,"7,35","46,39",United Kingdom,Western Europe,Elsevier Ltd.,"1984-1994, 1996-2021",Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mathematics (miscellaneous) (Q1); Software (Q1),ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,"6,215",5.666,0.0057,"From the last decade, additive manufacturing (AM) has been evolving speedily and has revealed the great potential for energy-saving and cleaner environmental production due to a reduction in material and resource consumption and other tooling requirements. In this modern era, with the advancements in manufacturing technologies, academia and industry have been given more interest in smart manufacturing for taking benefits for making their production more sustainable and effective. In the present study, the significant techniques of smart manufacturing, sustainable manufacturing, and additive manufacturing are combined to make a unified term of sustainable and smart additive manufacturing (SSAM). The paper aims to develop framework by combining big data analytics, additive manufacturing, and sustainable smart manufacturing technologies which is beneficial to the additive manufacturing enterprises. So, a framework of big data-driven sustainable and smart additive manufacturing (BD-SSAM) is proposed which helped AM industry leaders to make better decisions for the beginning of life (BOL) stage of product life cycle. Finally, an application scenario of the additive manufacturing industry was presented to demonstrate the proposed framework. The proposed framework is implemented on the BOL stage of product lifecycle due to limitation of available resources and for fabrication of AlSi10Mg alloy components by using selective laser melting (SLM) technique of AM. The results indicate that energy consumption and quality of the product are adequately controlled which is helpful for smart sustainable manufacturing, emission reduction, and cleaner production.",https://doi.org/10.1016/j.rcim.2020.102026,2021,Arfan Majeed and Yingfeng Zhang and Shan Ren and Jingxiang Lv and Tao Peng and Saad Waqar and Enhuai Yin,A BIG DATA-DRIVEN FRAMEWORK FOR SUSTAINABLE AND SMART ADDITIVE MANUFACTURING,article
263,16313,FUEL,journal,"00162361, 18737153","1,560",Q1,213,2396,5152,119785,35895,5139,"6,88","49,99",Netherlands,Western Europe,Elsevier BV,"1922, 1970-2021",Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1),FUEL,FUEL,"98,202",6.609,0.08033,"In this paper, the droplet size distributions of high-velocity airblast atomization were analyzed. The spray measurement was performed by a Phase-Doppler anemometer at several points and different diameters across the spray for diesel oil, light heating oil, crude rapeseed oil, and water. The atomizing gauge pressure and the liquid preheating temperature varied from 0.3 to 2.4 bar and 25 to 100 °C, respectively. Approximately 400 million individual droplets were recorded; therefore, a big data evaluation technique was applied. 18 of the most commonly used probability density functions (PDF) were fitted to the histogram of each measuring point and evaluated by their relative log-likelihood. Among the three-parameter PDFs, Generalized Extreme Value and Burr PDFs provided the most desirable result to describe a complete drop size distribution. With restriction to two-parameter PDFs, the Nakagami PDF unexpectedly outperformed all the others, including Weibull (Rosin-Rammler) PDF, which is commonly used in atomization. However, if the spray is characterized by a single value, such as the Sauter Mean Diameter, i.e. an expected value-like parameter is of primary importance over the distribution, Gamma PDF is the best option, used in several papers of the atomization literature.",https://doi.org/10.1016/j.fuel.2020.117792,2020,András Urbán and Axel Groniewsky and Milan Malý and Viktor Józsa and Jan Jedelský,APPLICATION OF BIG DATA ANALYSIS TECHNIQUE ON HIGH-VELOCITY AIRBLAST ATOMIZATION: SEARCHING FOR OPTIMUM PROBABILITY DENSITY FUNCTION,article
264,13760,HABITAT INTERNATIONAL,journal,01973975,"1,542",Q1,78,117,365,8006,2114,361,"5,46","68,43",United Kingdom,Western Europe,Elsevier Ltd.,"1970, 1976-2020",Nature and Landscape Conservation (Q1); Urban Studies (Q1),HABITAT INTERNATIONAL,HABITAT INTERNATIONAL,"8,872",5.369,0.00827,"Urban studies attempt to identify the geographic areas with restricted access to healthy and affordable foods (defined as food deserts in the literature). While prior publications have reported the socioeconomic disparities in healthy food accessibility, little evidence has been released from developing countries, especially in China. This paper proposes a geo-big data approach to measuring transit-varying healthy food accessibility and applies it to identify the food deserts within Shenzhen, China. In particular, we develop a crawling tool to harvest the daily travel time from each community (8117) to each healthy food store (102) from the Baidu Map under four transport modes (walking, public transit, private car, and bicycle) during 17:30–20:30 in June 2016. Based on the travel time calculations, we develop four travel time indicators to measure the healthy food accessibility: the minimum, the maximum, the weighted average, and the standard deviation. Results show that the four accessibility indicators generate different estimations and the nearest service (minimum time) alone fails to reflect the multidimensional nature of healthy food accessibility. The communities within Shenzhen present quite different typology with respect to healthy food accessibility under different transport modes. Multilevel additive regression is further applied to examine the associations between healthy food accessibility and nested socioeconomic characteristics at two geographic levels (community and district). We discover that the associations are divergent with transport modes and with geographic levels. More specifically, significant social equalities in healthy food accessibility are identified via walking, public transit, and bicycle in Shenzhen. Based on the associations, we finally map the food deserts and propose corresponding planning strategies. The methods demonstrated in this study should offer deeper spatial insights into intra-urban foodscapes and provide more nuanced understanding of food deserts in urban settings of developing countries.",https://doi.org/10.1016/j.habitatint.2017.04.007,2017,Shiliang Su and Zekun Li and Mengya Xu and Zhongliang Cai and Min Weng,"A GEO-BIG DATA APPROACH TO INTRA-URBAN FOOD DESERTS: TRANSIT-VARYING ACCESSIBILITY, SOCIAL INEQUALITIES, AND IMPLICATIONS FOR URBAN PLANNING",article
265,22305,SURGERY,journal,"15327361, 00396060","1,532",Q1,162,487,1520,10740,4267,1108,"2,40","22,05",United States,Northern America,Mosby Inc.,1937-2020,Surgery (Q1),SURGERY,SURGERY,"25,223",3.982,0.02493,"The term big data has been popularized over the past decade and is often used to refer to data sets that are too large or complex to be analyzed by traditional means. Although the term has been utilized for some time in business and engineering, the concept of big data is relatively new to medicine. The reception from the medical community has been mixed; however, the widespread utilization of electronic health records in the United States, the creation of large clinical data sets and national registries that capture information on numerous vectors affecting healthcare delivery and patient outcomes, and the sequencing of the human genome are all opportunities to leverage big data. This review was inspired by a lively panel discussion on big data that took place at the 75th Central Surgical Association Annual Meeting. The authors’ aim was to describe big data, the methodologies used to analyze big data, and their practical clinical application.",https://doi.org/10.1016/j.surg.2018.06.022,2018,Adrienne N. Cobb and Andrew J. Benjamin and Erich S. Huang and Paul C. Kuo,BIG DATA: MORE THAN BIG DATA SETS,article
266,9600153103,SURGERY,journal,"18781764, 02639319","0,195",Q4,19,118,321,1660,207,320,"0,45","14,07",United Kingdom,Western Europe,Elsevier BV,2006-2020,Surgery (Q4),SURGERY,SURGERY,"25,223",3.982,0.02493,"The term big data has been popularized over the past decade and is often used to refer to data sets that are too large or complex to be analyzed by traditional means. Although the term has been utilized for some time in business and engineering, the concept of big data is relatively new to medicine. The reception from the medical community has been mixed; however, the widespread utilization of electronic health records in the United States, the creation of large clinical data sets and national registries that capture information on numerous vectors affecting healthcare delivery and patient outcomes, and the sequencing of the human genome are all opportunities to leverage big data. This review was inspired by a lively panel discussion on big data that took place at the 75th Central Surgical Association Annual Meeting. The authors’ aim was to describe big data, the methodologies used to analyze big data, and their practical clinical application.",https://doi.org/10.1016/j.surg.2018.06.022,2018,Adrienne N. Cobb and Andrew J. Benjamin and Erich S. Huang and Paul C. Kuo,BIG DATA: MORE THAN BIG DATA SETS,article
267,15134,INFORMATION SCIENCES,journal,00200255,"1,524",Q1,184,928,2184,40007,17554,2168,"7,89","43,11",United States,Northern America,Elsevier Inc.,1968-2021,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1),INFORMATION SCIENCES,INFORMATION SCIENCES,"44,038",6.795,0.04908,"In any knowledge discovery process the value of extracted knowledge is directly related to the quality of the data used. Big Data problems, generated by massive growth in the scale of data observed in recent years, also follow the same dictate. A common problem affecting data quality is the presence of noise, particularly in classification problems, where label noise refers to the incorrect labeling of training instances, and is known to be a very disruptive feature of data. However, in this Big Data era, the massive growth in the scale of the data poses a challenge to traditional proposals created to tackle noise, as they have difficulties coping with such a large amount of data. New algorithms need to be proposed to treat the noise in Big Data problems, providing high quality and clean data, also known as Smart Data. In this paper, two Big Data preprocessing approaches to remove noisy examples are proposed: an homogeneous ensemble and an heterogeneous ensemble filter, with special emphasis in their scalability and performance traits. The obtained results show that these proposals enable the practitioner to efficiently obtain a Smart Dataset from any Big Data classification problem.",https://doi.org/10.1016/j.ins.2018.12.002,2019,Diego García-Gil and Julián Luengo and Salvador García and Francisco Herrera,ENABLING SMART DATA: NOISE FILTERING IN BIG DATA CLASSIFICATION,article
268,15134,INFORMATION SCIENCES,journal,00200255,"1,524",Q1,184,928,2184,40007,17554,2168,"7,89","43,11",United States,Northern America,Elsevier Inc.,1968-2021,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1),INFORMATION SCIENCES,INFORMATION SCIENCES,"44,038",6.795,0.04908,"In online review systems, a participant's level of knowledge impacts his/her posting behaviors, and an increase in knowledge occurs when the participant reads the reviews posted on the systems. To capture the collective dynamics of posting reviews, we used real-world big data collected over 153 months to drive an agent-based model for replicating the operation process of online review systems. The model explains the effects of clicking position (e.g., on a review webpage's serial list) and the number of items per webpage on posting contributions. Reading reviews from the last webpage only, or from the first webpage and last webpage simultaneously, can promote a greater review volume than reading reviews in other positions. This illustrates that representing primacy (first items) and recency (recent items) within one page simultaneously, or displaying recent items in reverse chronological order, are relatively better strategies for the webpage display of online reviews. The number of items plays a nonlinear moderating role in bridging the clicking position and posting behavior, and we determine the optimal number of items. To effectively establish strategies for webpage design in online review systems, business managers must switch from reliance on experience to reliance on an agent-based model as a decision support system for the formalized webpage design of online review systems.",https://doi.org/10.1016/j.ins.2019.09.053,2020,Guoyin Jiang and Xiaodong Feng and Wenping Liu and Xingjun Liu,CLICKING POSITION AND USER POSTING BEHAVIOR IN ONLINE REVIEW SYSTEMS: A DATA-DRIVEN AGENT-BASED MODELING APPROACH,article
269,15134,INFORMATION SCIENCES,journal,00200255,"1,524",Q1,184,928,2184,40007,17554,2168,"7,89","43,11",United States,Northern America,Elsevier Inc.,1968-2021,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1),INFORMATION SCIENCES,INFORMATION SCIENCES,"44,038",6.795,0.04908,"In state-of-the-art big-data applications, the process of building machine learning models can be very challenging due to continuous changes in data structures and the need for human interaction to tune the variables and models over time. Hence, expedited learning in rapidly changing environments is required. In this work, we address this challenge by implementing concepts from the field of intrinsically motivated computational learning, also known as artificial curiosity (AC). In AC, an autonomous agent acts to optimize its learning about itself and its environment by receiving internal rewards based on prediction errors. We present a novel method of intrinsically motivated learning, based on the curiosity loop, to learn the data structures in large and varied datasets. An autonomous agent learns to select a subset of relevant features in the data, i.e., feature selection, to be used later for model construction. The agent optimizes its learning about the data structure over time without requiring external supervision. We show that our method, called the Curious Feature Selection (CFS) algorithm, positively impacts the accuracy of learning models on three public datasets.",https://doi.org/10.1016/j.ins.2019.02.009,2019,Michal Moran and Goren Gordon,CURIOUS FEATURE SELECTION,article
270,15134,INFORMATION SCIENCES,journal,00200255,"1,524",Q1,184,928,2184,40007,17554,2168,"7,89","43,11",United States,Northern America,Elsevier Inc.,1968-2021,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1),INFORMATION SCIENCES,INFORMATION SCIENCES,"44,038",6.795,0.04908,"In big data era, information integration often requires abundant data extracted from massive data sources. Due to a large number of data sources, data source selection plays a crucial role in information integration, since it is costly and even impossible to access all data sources. Data Source selection should consider both efficiency and effectiveness issues. For efficiency, the approach should scale to large data source amount. From effectiveness aspect, data quality and overlapping of sources are to be considered. In this paper, we study source selection problem in Big Data and propose methods which can scale to datasets with up to millions of data sources and guarantee the quality of results. Motivated by this, we propose a new metric taking the expected number of true values a source can provide as a criteria to evaluate the contribution of a data source. Based on our proposed index, we present a scalable algorithm and two pruning strategies to improve the efficiency without sacrificing precision. Experimental results on both real world and synthetic data sets show that our methods can select sources providing a large proportion of true values efficiently and can scale to massive data sources.",https://doi.org/10.1016/j.ins.2018.11.029,2019,Yiming Lin and Hongzhi Wang and Jianzhong Li and Hong Gao,DATA SOURCE SELECTION FOR INFORMATION INTEGRATION IN BIG DATA ERA,article
271,15134,INFORMATION SCIENCES,journal,00200255,"1,524",Q1,184,928,2184,40007,17554,2168,"7,89","43,11",United States,Northern America,Elsevier Inc.,1968-2021,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1),INFORMATION SCIENCES,INFORMATION SCIENCES,"44,038",6.795,0.04908,"Clustering technique plays a critical role in data mining, and has received great success to solve application problems like community analysis, image retrieval, personalized recommendation, activity prediction, etc. This paper first reviews the traditional clustering and the emerging multiple clustering methods, respectively. Although the existing methods have superior performance on some small or certain datasets, they fall short when clustering is performed on CPSS big data because of the high cost of computation and storage. With the powerful cloud computing, this challenge can be effectively addressed, but it brings enormous threat to individual or company’s privacy. Currently, privacy preserving data mining has attracted widespread attention in academia. Compared to other reviews, this paper focuses on privacy preserving clustering technique, guiding a detailed overview and discussion. Specifically, we introduce a novel privacy-preserving tensor-based multiple clustering, propose a privacy-preserving tensor-based multiple clustering analytic and service framework, and give an illustrated case study on the public transportation dataset. Furthermore, we indicate the remaining challenges of privacy preserving clustering and discuss the future significant research in this area.",https://doi.org/10.1016/j.ins.2019.10.019,2020,Yaliang Zhao and Samwel K. Tarus and Laurence T. Yang and Jiayu Sun and Yunfei Ge and Jinke Wang,PRIVACY-PRESERVING CLUSTERING FOR BIG DATA IN CYBER-PHYSICAL-SOCIAL SYSTEMS: SURVEY AND PERSPECTIVES,article
272,15134,INFORMATION SCIENCES,journal,00200255,"1,524",Q1,184,928,2184,40007,17554,2168,"7,89","43,11",United States,Northern America,Elsevier Inc.,1968-2021,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1),INFORMATION SCIENCES,INFORMATION SCIENCES,"44,038",6.795,0.04908,"The era of Big Data has arrived along with large volume, complex and growing data generated by many distinct sources. Nowadays, nearly every aspect of the modern society is impacted by Big Data, involving medical, health care, business, management and government. It has been receiving growing attention of researches from many disciplines including natural sciences, life sciences, engineering and even art & humanities. It also leads to new research paradigms and ways of thinking on the path of development. Lots of developed and under-developing tools improve our ability to make more felicitous decisions than what we have made ever before. This paper presents an overview on Big Data including four issues, namely: (i) concepts, characteristics and processing paradigms of Big Data; (ii) the state-of-the-art techniques for decision making in Big Data; (iii) felicitous decision making applications of Big Data in social science; and (iv) the current challenges of Big Data as well as possible future directions.",https://doi.org/10.1016/j.ins.2016.07.007,2016,Hai Wang and Zeshui Xu and Hamido Fujita and Shousheng Liu,TOWARDS FELICITOUS DECISION MAKING: AN OVERVIEW ON CHALLENGES AND TRENDS OF BIG DATA,article
273,15134,INFORMATION SCIENCES,journal,00200255,"1,524",Q1,184,928,2184,40007,17554,2168,"7,89","43,11",United States,Northern America,Elsevier Inc.,1968-2021,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1),INFORMATION SCIENCES,INFORMATION SCIENCES,"44,038",6.795,0.04908,"It is already true that Big Data has drawn huge attention from researchers in information sciences, policy and decision makers in governments and enterprises. As the speed of information growth exceeds Moore’s Law at the beginning of this new century, excessive data is making great troubles to human beings. However, there are so much potential and highly useful values hidden in the huge volume of data. A new scientific paradigm is born as data-intensive scientific discovery (DISD), also known as Big Data problems. A large number of fields and sectors, ranging from economic and business activities to public administration, from national security to scientific researches in many areas, involve with Big Data problems. On the one hand, Big Data is extremely valuable to produce productivity in businesses and evolutionary breakthroughs in scientific disciplines, which give us a lot of opportunities to make great progresses in many fields. There is no doubt that the future competitions in business productivity and technologies will surely converge into the Big Data explorations. On the other hand, Big Data also arises with many challenges, such as difficulties in data capture, data storage, data analysis and data visualization. This paper is aimed to demonstrate a close-up view about Big Data, including Big Data applications, Big Data opportunities and challenges, as well as the state-of-the-art techniques and technologies we currently adopt to deal with the Big Data problems. We also discuss several underlying methodologies to handle the data deluge, for example, granular computing, cloud computing, bio-inspired computing, and quantum computing.",https://doi.org/10.1016/j.ins.2014.01.015,2014,C.L. {Philip Chen} and Chun-Yang Zhang,"DATA-INTENSIVE APPLICATIONS, CHALLENGES, TECHNIQUES AND TECHNOLOGIES: A SURVEY ON BIG DATA",article
274,15134,INFORMATION SCIENCES,journal,00200255,"1,524",Q1,184,928,2184,40007,17554,2168,"7,89","43,11",United States,Northern America,Elsevier Inc.,1968-2021,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1),INFORMATION SCIENCES,INFORMATION SCIENCES,"44,038",6.795,0.04908,"Decision support systems aim to help a decision maker with selecting the option from a set of available options that best meets her or his needs. In multi-criteria based decision support approaches, a suitability degree is computed for each option, reflecting how suitable that option is considering the preferences of the decision maker. Nowadays, it becomes more and more common that data of different quality, originating from different data sets and different data providers have to be integrated and processed in order to compute the suitability degrees. Also, data sets can be very large such that their data become commonly prone to incompleteness, imprecision and uncertainty. Hence, not all data used for decision making can be trusted to the same extent and consequently, neither the results of computations with such data can be trusted to the same extent. For this reason, data quality assessment becomes an important aspect of a decision making process. To correctly inform the users, it is essential to communicate not only the computed suitability degrees of the available options, but also the confidence about these suitability degrees as can be derived from data quality assessment. In this paper a novel multi-dimensional approach for data quality assessment in multi-criteria decision making, supporting the computation of associated confidence degrees, is presented. Providing confidence information adds an extra dimension to the decision making process and leads to more soundly decisions. The added value of the approach is illustrated with aspects of a geographic decision making process.",https://doi.org/10.1016/j.ins.2017.09.008,2018,Guy {De Tré} and Robin {De Mol} and Antoon Bronselaer,HANDLING VERACITY IN MULTI-CRITERIA DECISION-MAKING: A MULTI-DIMENSIONAL APPROACH,article
275,15134,INFORMATION SCIENCES,journal,00200255,"1,524",Q1,184,928,2184,40007,17554,2168,"7,89","43,11",United States,Northern America,Elsevier Inc.,1968-2021,Artificial Intelligence (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems and Management (Q1); Software (Q1); Theoretical Computer Science (Q1),INFORMATION SCIENCES,INFORMATION SCIENCES,"44,038",6.795,0.04908,"Due to the uncertainty of the value of big data, it is difficult to directly give a reasonable price for big data. Auction is an effective method of distributing goods to the bidder with the highest valuation. Hence, the use of auction strategy can not only guarantee the interests of data sellers, but also conform to market principles. However, existing data auction mechanisms are centralized. It is hard to build trust among sellers, buyers and auctioneers. An open and anonymous online environment may cause entities involved in data auctions to collude to manipulate the results of data auctions. This will cause the price of auction data to fail to reach a fair and truthful level. Therefore, the first anti-collusion data auction mechanism based on smart contract is proposed. Through a well-designed anti-collusion data auction algorithm, mutual distrust and rational buyers and sellers safely participate in the data auction without a trusted third party. The data auction mechanism designed in the smart contract can effectively prevent collusion and realize the fairness and truthfulness of data auction. The webpack in the Truffle Boxes is used to implement the data auction mechanism, and the anti-collusion property of the mechanism has been verified. The source code of the smart contract has been uploaded to GitHub.",https://doi.org/10.1016/j.ins.2020.10.053,2021,Wei Xiong and Li Xiong,ANTI-COLLUSION DATA AUCTION MECHANISM BASED ON SMART CONTRACT,article
